loc,Pred_loc,dist_localization_error_pd
"108,17","107,17",1.0
"110,90","110,91",1.0
"123,25","121,22",3.61
"133,86","131,85",2.24
"182,21","184,19",2.83
"158,48","156,48",2.0
"101,9","104,7",3.61
"94,42","93,41",1.41
"129,94","128,94",1.0
"121,66","121,63",3.0
"79,69","77,69",2.0
"23,6","20,6",3.0
"26,44","25,41",3.16
"113,30","110,27",4.24
"182,79","181,79",1.0
"22,30","19,28",3.61
"38,94","36,94",2.0
"140,2","138,2",2.0
"85,78","86,78",1.0
"131,64","130,64",1.0
"28,76","29,76",1.0
"133,70","133,69",1.0
"88,93","85,92",3.16
"187,51","188,47",4.12
"161,114","158,114",3.0
"94,13","96,10",3.61
"152,50","151,50",1.0
"43,55","42,54",1.41
"118,59","117,59",1.0
"27,28","22,24",6.4
"188,79","187,81",2.24
"55,4","55,3",1.0
"46,42","45,41",1.41
"81,114","77,111",5.0
"29,43","28,43",1.0
"14,14","13,13",1.41
"24,113","24,111",2.0
"172,50","172,48",2.0
"115,58","114,58",1.0
"161,52","161,51",1.0
"83,68","82,68",1.0
"109,63","109,62",1.0
"178,65","177,65",1.0
"100,18","99,16",2.24
"165,60","164,61",1.41
"23,100","22,99",1.41
"148,13","144,11",4.47
"129,116","127,116",2.0
"127,5","125,6",2.24
"160,35","158,33",2.83
"42,12","41,11",1.41
"10,97","8,97",2.0
"113,32","112,34",2.24
"38,101","37,100",1.41
"39,69","34,72",5.83
"35,3","30,2",5.1
"107,87","106,87",1.0
"140,21","136,21",4.0
"62,33","63,30",3.16
"184,99","182,99",2.0
"106,124","102,121",5.0
"122,12","119,11",3.16
"5,126","3,128",2.83
"91,84","92,84",1.0
"13,89","11,90",2.24
"85,115","85,114",1.0
"77,30","76,30",1.0
"11,93","10,89",4.12
"103,75","101,76",2.24
"15,112","17,110",2.83
"6,85","5,85",1.0
"2,37","4,31",6.32
"183,98","181,98",2.0
"86,104","83,103",3.16
"179,92","178,90",2.24
"9,106","7,104",2.83
"172,94","171,95",1.41
"23,30","25,25",5.39
"134,74","133,74",1.0
"49,64","48,65",1.41
"6,102","6,101",1.0
"164,101","162,102",2.24
"166,82","166,81",1.0
"117,64","116,65",1.41
"106,114","104,112",2.83
"67,50","66,49",1.41
"111,47","111,47",0.0
"183,45","182,45",1.0
"132,24","131,23",1.41
"64,13","61,11",3.61
"129,54","128,54",1.0
"55,17","55,12",5.0
"137,110","136,109",1.41
"67,6","67,3",3.0
"20,34","17,33",3.16
"169,81","170,81",1.0
"26,124","24,124",2.0
"129,66","130,65",1.41
"180,12","177,10",3.61
"60,74","58,74",2.0
"119,72","117,73",2.24
"43,75","44,74",1.41
"180,79","179,80",1.41
"187,24","182,25",5.1
"187,33","184,33",3.0
"146,116","145,116",1.0
"64,116","62,115",2.24
"162,49","163,49",1.0
"167,114","166,111",3.16
"54,19","54,15",4.0
"117,60","116,59",1.41
"1,60","3,60",2.0
"88,23","88,22",1.0
"40,8","42,5",3.61
"82,74","80,73",2.24
"21,117","19,115",2.83
"156,109","155,109",1.0
"73,81","72,81",1.0
"27,49","26,49",1.0
"123,63","123,60",3.0
"21,93","19,95",2.83
"153,74","151,74",2.0
"66,119","65,118",1.41
"36,99","35,100",1.41
"107,32","104,30",3.61
"23,25","22,24",1.41
"156,130","156,128",2.0
"135,127","136,127",1.0
"18,97","16,98",2.24
"95,17","95,16",1.0
"60,1","54,1",6.0
"159,107","159,109",2.0
"36,43","34,42",2.24
"36,7","38,4",3.61
"25,26","25,23",3.0
"15,14","12,11",4.24
"187,123","185,123",2.0
"118,116","117,116",1.0
"13,35","14,30",5.1
"161,108","162,109",1.41
"73,39","74,38",1.41
"144,102","145,101",1.41
"35,117","31,115",4.47
"61,30","60,25",5.1
"43,26","43,24",2.0
"80,62","78,62",2.0
"8,44","7,41",3.16
"26,63","24,63",2.0
"89,19","86,18",3.16
"18,102","19,100",2.24
"60,71","58,72",2.24
"24,128","23,125",3.16
"71,107","69,108",2.24
"33,44","33,42",2.0
"170,114","169,114",1.0
"117,101","119,101",2.0
"150,116","148,116",2.0
"62,94","58,95",4.12
"130,48","129,49",1.41
"179,114","180,115",1.41
"47,4","46,5",1.41
"89,93","87,92",2.24
"80,4","77,6",3.61
"123,55","122,54",1.41
"81,46","78,44",3.61
"91,62","92,60",2.24
"111,94","112,94",1.0
"175,93","174,93",1.0
"110,94","110,93",1.0
"130,123","129,121",2.24
"94,25","91,23",3.61
"103,1","101,2",2.24
"121,85","121,83",2.0
"5,79","4,80",1.41
"153,32","154,34",2.24
"84,52","82,50",2.83
"173,104","171,105",2.24
"99,51","99,50",1.0
"49,76","47,76",2.0
"114,106","112,107",2.24
"22,104","20,102",2.83
"122,130","121,129",1.41
"31,69","29,67",2.83
"25,61","24,59",2.24
"134,25","131,25",3.0
"187,98","185,100",2.83
"173,2","173,1",1.0
"20,108","20,106",2.0
"91,16","89,15",2.24
"124,96","125,96",1.0
"132,12","130,12",2.0
"128,77","127,78",1.41
"4,23","2,20",3.61
"122,19","119,17",3.61
"84,100","81,100",3.0
"25,109","22,107",3.61
"88,113","86,112",2.24
"10,53","9,53",1.0
"87,57","85,57",2.0
"77,31","78,31",1.0
"19,9","16,5",5.0
"44,92","41,91",3.16
"50,115","50,114",1.0
"40,114","39,116",2.24
"115,12","118,11",3.16
"113,19","111,18",2.24
"96,60","95,60",1.0
"146,106","147,106",1.0
"112,88","113,87",1.41
"31,68","30,67",1.41
"54,88","51,86",3.61
"131,88","129,88",2.0
"58,78","57,78",1.0
"2,14","2,11",3.0
"180,18","179,20",2.24
"131,16","129,13",3.61
"8,72","8,72",0.0
"144,46","145,46",1.0
"93,106","90,106",3.0
"7,16","5,16",2.0
"48,118","48,115",3.0
"124,74","123,73",1.41
"173,76","172,75",1.41
"72,40","72,37",3.0
"7,86","5,82",4.47
"88,105","86,105",2.0
"143,119","144,119",1.0
"125,45","125,47",2.0
"35,52","33,53",2.24
"144,128","145,127",1.41
"105,10","102,10",3.0
"179,74","180,72",2.24
"96,67","95,66",1.41
"22,92","23,91",1.41
"77,71","77,71",0.0
"40,96","38,97",2.24
"185,121","187,121",2.0
"31,108","32,106",2.24
"21,32","19,28",4.47
"65,78","64,78",1.0
"110,115","108,113",2.83
"17,113","16,113",1.0
"30,123","30,121",2.0
"134,53","132,53",2.0
"131,60","131,58",2.0
"77,59","76,58",1.41
"63,110","61,109",2.24
"94,76","92,76",2.0
"52,48","52,49",1.0
"103,52","102,51",1.41
"150,72","148,71",2.24
"40,105","39,105",1.0
"43,71","42,70",1.41
"181,71","180,71",1.0
"25,82","24,82",1.0
"182,24","182,23",1.0
"35,41","32,42",3.16
"57,47","56,47",1.0
"3,44","1,43",2.24
"111,73","112,74",1.41
"183,52","182,52",1.0
"168,15","167,13",2.24
"168,12","167,10",2.24
"12,37","11,30",7.07
"186,93","186,92",1.0
"173,29","178,32",5.83
"152,127","153,125",2.24
"136,83","136,84",1.0
"157,107","156,108",1.41
"19,18","16,17",3.16
"172,86","173,86",1.0
"54,101","53,101",1.0
"144,97","145,98",1.41
"145,85","143,85",2.0
"116,109","115,109",1.0
"18,94","15,91",4.24
"162,43","161,40",3.16
"151,40","150,40",1.0
"181,127","181,128",1.0
"77,22","76,20",2.24
"53,107","53,105",2.0
"181,106","179,106",2.0
"166,68","166,67",1.0
"61,122","59,121",2.24
"166,55","165,55",1.0
"85,52","87,51",2.24
"57,10","58,9",1.41
"21,4","19,3",2.24
"4,44","5,45",1.41
"122,53","120,53",2.0
"30,57","32,56",2.24
"13,15","17,9",7.21
"60,13","59,10",3.16
"95,112","97,111",2.24
"130,58","130,57",1.0
"156,44","156,41",3.0
"144,35","141,35",3.0
"46,45","44,44",2.24
"117,49","118,49",1.0
"66,22","64,19",3.61
"139,83","138,82",1.41
"132,4","131,5",1.41
"96,80","95,80",1.0
"81,6","80,2",4.12
"158,110","155,110",3.0
"109,75","108,75",1.0
"135,19","131,18",4.12
"186,42","184,42",2.0
"165,63","164,63",1.0
"125,114","126,114",1.0
"81,15","79,13",2.83
"160,39","159,42",3.16
"21,48","19,46",2.83
"38,74","37,75",1.41
"90,87","90,88",1.0
"96,38","95,37",1.41
"176,109","175,108",1.41
"135,43","134,42",1.41
"163,86","160,86",3.0
"78,103","77,104",1.41
"12,102","11,102",1.0
"80,64","80,63",1.0
"60,61","57,61",3.0
"155,40","154,40",1.0
"188,21","177,12",14.21
"54,91","53,91",1.0
"91,86","92,86",1.0
"134,23","131,23",3.0
"102,78","101,78",1.0
"96,88","97,87",1.41
"121,9","120,7",2.24
"177,117","176,116",1.41
"43,122","43,119",3.0
"70,89","69,89",1.0
"119,125","118,125",1.0
"162,105","160,105",2.0
"88,58","87,56",2.24
"37,31","38,30",1.41
"115,17","112,18",3.16
"13,95","11,93",2.83
"39,5","38,2",3.16
"133,116","132,116",1.0
"124,3","125,1",2.24
"159,53","159,52",1.0
"74,97","72,96",2.24
"148,2","144,2",4.0
"75,92","75,93",1.0
"59,119","55,118",4.12
"104,62","102,62",2.0
"183,109","182,109",1.0
"49,25","47,26",2.24
"178,14","180,14",2.0
"45,12","43,8",4.47
"108,26","106,26",2.0
"117,80","118,80",1.0
"186,81","187,81",1.0
"181,97","179,97",2.0
"150,68","147,65",4.24
"74,40","72,36",4.47
"96,19","94,18",2.24
"100,65","99,64",1.41
"28,41","25,42",3.16
"61,72","58,72",3.0
"47,74","44,74",3.0
"44,20","45,18",2.24
"124,11","125,9",2.24
"22,72","21,71",1.41
"185,95","184,96",1.41
"156,54","155,52",2.24
"14,93","14,90",3.0
"9,33","6,33",3.0
"71,126","70,126",1.0
"163,99","160,100",3.16
"44,66","44,65",1.0
"125,22","127,21",2.24
"54,46","54,45",1.0
"8,92","5,92",3.0
"12,10","9,7",4.24
"170,105","169,105",1.0
"77,93","75,93",2.0
"16,118","14,114",4.47
"184,117","182,117",2.0
"32,1","32,2",1.0
"134,4","132,3",2.24
"92,55","90,55",2.0
"142,108","141,107",1.41
"68,4","68,2",2.0
"53,65","52,64",1.41
"56,126","56,127",1.0
"160,123","160,121",2.0
"118,47","117,47",1.0
"70,91","69,91",1.0
"31,49","28,51",3.61
"147,97","145,98",2.24
"117,75","117,74",1.0
"89,25","86,26",3.16
"65,28","62,26",3.61
"58,21","58,17",4.0
"51,80","52,80",1.0
"114,62","113,61",1.41
"81,16","79,13",3.61
"154,92","153,92",1.0
"147,60","147,60",0.0
"29,70","28,68",2.24
"168,86","166,86",2.0
"55,85","53,85",2.0
"184,92","183,93",1.41
"64,111","59,111",5.0
"107,130","104,129",3.16
"5,19","5,15",4.0
"115,18","116,16",2.24
"160,117","157,118",3.16
"7,74","8,74",1.0
"160,111","157,109",3.61
"29,80","33,79",4.12
"63,89","60,89",3.0
"5,101","4,99",2.24
"67,20","65,21",2.24
"180,108","181,107",1.41
"44,112","45,111",1.41
"81,120","80,120",1.0
"116,1","113,1",3.0
"108,79","106,79",2.0
"92,97","89,96",3.16
"55,14","55,12",2.0
"106,123","108,123",2.0
"18,69","17,68",1.41
"165,103","163,103",2.0
"184,63","185,61",2.24
"128,88","127,88",1.0
"72,7","72,5",2.0
"16,120","15,119",1.41
"120,130","118,128",2.83
"1,10","2,9",1.41
"139,125","140,125",1.0
"129,82","129,81",1.0
"122,45","120,45",2.0
"171,128","169,126",2.83
"171,89","170,88",1.41
"24,103","24,101",2.0
"123,44","122,43",1.41
"1,59","1,59",0.0
"19,121","17,120",2.24
"11,50","11,48",2.0
"182,69","183,66",3.16
"105,9","104,5",4.12
"73,52","72,51",1.41
"57,107","57,106",1.0
"166,110","165,110",1.0
"8,17","4,20",5.0
"73,48","73,47",1.0
"78,123","79,122",1.41
"169,16","168,16",1.0
"99,44","98,43",1.41
"77,118","75,117",2.24
"14,120","13,121",1.41
"50,9","49,7",2.24
"84,55","82,56",2.24
"82,29","78,27",4.47
"9,116","6,114",3.61
"22,8","20,6",2.83
"37,14","35,16",2.83
"48,124","47,125",1.41
"181,50","180,48",2.24
"143,71","142,71",1.0
"54,84","54,82",2.0
"70,101","67,100",3.16
"58,125","57,124",1.41
"168,44","167,44",1.0
"3,123","1,122",2.24
"167,25","166,23",2.24
"175,63","174,63",1.0
"100,121","97,120",3.16
"103,81","101,80",2.24
"183,86","185,86",2.0
"15,40","14,33",7.07
"186,120","186,119",1.0
"127,60","127,58",2.0
"7,62","6,63",1.41
"14,32","13,29",3.16
"34,104","32,106",2.83
"182,16","175,11",8.6
"148,123","146,123",2.0
"40,81","38,80",2.24
"133,77","132,76",1.41
"9,101","8,100",1.41
"87,5","89,4",2.24
"1,14","5,11",5.0
"109,48","108,47",1.41
"79,130","73,128",6.32
"78,45","76,44",2.24
"9,38","9,40",2.0
"96,32","93,32",3.0
"130,76","131,74",2.24
"147,11","147,9",2.0
"2,65","1,65",1.0
"113,70","112,69",1.41
"41,55","40,54",1.41
"186,17","181,14",5.83
"176,112","175,112",1.0
"52,2","48,6",5.66
"117,8","113,7",4.12
"149,11","145,10",4.12
"158,77","158,76",1.0
"114,29","113,27",2.24
"13,72","12,71",1.41
"138,45","135,43",3.61
"136,28","134,25",3.61
"11,66","9,66",2.0
"113,105","116,104",3.16
"88,74","87,74",1.0
"152,4","150,5",2.24
"61,25","60,24",1.41
"70,36","68,33",3.61
"13,51","12,48",3.16
"48,39","47,38",1.41
"138,38","140,37",2.24
"1,46","2,46",1.0
"53,24","53,24",0.0
"50,11","48,13",2.83
"77,120","73,120",4.0
"84,113","85,113",1.0
"105,46","104,46",1.0
"98,120","95,119",3.16
"121,73","120,72",1.41
"101,44","100,44",1.0
"136,23","133,24",3.16
"138,123","138,122",1.0
"22,44","20,45",2.24
"51,85","49,84",2.24
"69,33","69,30",3.0
"78,120","78,121",1.0
"170,100","168,100",2.0
"103,45","105,43",2.83
"47,8","45,6",2.83
"26,106","27,104",2.24
"60,90","58,89",2.24
"125,106","124,105",1.41
"171,102","168,102",3.0
"26,79","25,80",1.41
"13,107","12,105",2.24
"41,51","40,49",2.24
"22,13","20,15",2.83
"14,103","12,105",2.83
"14,108","12,106",2.83
"22,48","21,49",1.41
"130,25","128,26",2.24
"39,10","37,9",2.24
"116,61","115,60",1.41
"93,74","94,74",1.0
"34,93","34,92",1.0
"180,109","179,109",1.0
"112,44","111,43",1.41
"81,112","83,111",2.24
"69,119","67,119",2.0
"114,73","114,73",0.0
"144,90","142,89",2.24
"97,44","96,43",1.41
"66,53","66,51",2.0
"58,83","57,83",1.0
"20,125","19,124",1.41
"158,59","159,59",1.0
"85,19","86,20",1.41
"86,93","85,92",1.41
"1,78","2,77",1.41
"182,98","180,98",2.0
"168,32","169,33",1.41
"24,92","23,91",1.41
"75,100","77,100",2.0
"108,61","109,60",1.41
"130,73","131,72",1.41
"49,119","49,118",1.0
"146,90","147,90",1.0
"120,37","118,34",3.61
"110,36","111,35",1.41
"52,107","51,106",1.41
"113,2","111,1",2.24
"104,64","104,63",1.0
"96,16","95,18",2.24
"84,83","83,84",1.41
"37,113","36,112",1.41
"14,71","14,70",1.0
"138,53","139,52",1.41
"10,71","9,70",1.41
"21,10","19,7",3.61
"114,40","113,40",1.0
"132,70","132,69",1.0
"25,80","24,80",1.0
"49,101","47,100",2.24
"37,108","38,106",2.24
